movieId,movieName,nbMentions,year
107514,Aladdin,77,1992
107548,15 Park Avenue,1,2005
107554,Inglourious Basterds,61,2009
107573,John Q.,5,2002
107585,Spy Kids 2: The Island of Lost Dreams,1,2002
107615,Horror Express,1,1972
107616,Dead Again,6,1991
107628,Elvis and Anabelle,1,2007
107658,Bringing Down the House,2,2003
107671,Road to Perdition,12,2002
107673,Concussion,5,2015
107677,Grosse Pointe Blank,4,1997
107684,Blankman,1,1994
107744,Impressionen unter Wasser,1,2002
107751,Fast Times at Ridgemont High,15,
107757,Greased Lightning,1,1977
107778,Scooby-Doo 2: Monsters Unleashed,1,2004
107781,Echo,1,2003
107799,The Monster Squad,3,1987
107807,Clash of the Titans,6,2010
107826,Meet the Fockers,70,2004
107844,Resident Evil: Vendetta,1,
107859,Nebraska,3,2013
107887,Mermaid,1,2000
107928,End Game,1,2006
107940,The Bridge on the River Kwai,3,1957
107994,Little Boy,1,2015
108017,Lou ,1,
108019,Sleepers,10,1996
108024,Devil,1,2011
108063,Eight Legged Freaks,2,2002
108093,Tango Tangles,1,1914
108094,Ouija: Origin of Evil,2,2016
108114,Last Ounce of Courage,1,2012
108121,Bed of Roses,1,1996
108137,Red Dragon,34,2002
108138,Parker,4,2013
108140,William & Catherine: A Royal Romance,1,
108195,Superman,41,1978
108205,Coming Home,1,2012
108217,Nick & Norah's Infinite Playlist,2,2008
108246,Death Wish 3,2,1985
108273,The Game Plan,8,2007
108278,The Lion King,152,1994
108299,Mother,1,1985
108301,Big Momma's House,14,2000
108351,All Quiet on the Western Front,1,1930
108389,Stand by Me,28,1986
108426,You Don't Mess with the Zohan,29,2008
108447,The Adjustment Bureau,1,2011
108453,Spy Hard,5,1996
108462,The Matrix Revisited,3,
108489,Sultan,1,2016
108551,Dolphin Tale 2,1,2014
108560,Brave New World,1,1998
108565,The Thing from Another World,2,1951
108574,The Killing,2,1956
108659,Night of the Dead,1,2006
108668,Teenage Mutant Ninja Turtles,4,1990
108706,Never Back Down,6,2008
108711,Three Days ,1,
108715,The A-Team,4,2010
108725,Killing Time,1,2013
108746,Shooter,11,2007
108801,Penguins of Madagascar,10,2014
108853,Porco Rosso,1,
108863,Love Story,7,2011
108897,Moana ,8,
108923,A Knight in Camelot,1,
108934,Thor ,88,
108943,My Blueberry Nights,2,2007
108945,Single White Female,5,
108983,Fire Down Below,2,1997
108986,Empire of the Ants,1,1977
109030,Beaches,23,1988
109049,Terminator Genisys,17,2015
109064,Bridge to Terabithia,5,2007
109066,Playing for Keeps,1,2012
109075,Rubber,1,1936
109082,Black Swan,52,2010
109084,Hero,6,2007
109149,Heist,3,2001
109178,Good for Nothing,1,2014
109196,What Happened to Monday%3F,1,
109211,Avenger,30,2006
109310,Thomas and the Magic Railroad,2,2000
109323,Eden Lake,1,2008
109328,Blood Car,1,2007
109349,D-17,1,2008
109370,The Incredible Mr. Limpet,1,1964
109424,National Treasure: Book of Secrets,11,2007
109433,Dancer in the Dark,5,2000
109435,The Boy ,1,
109449,El Dorado,7,1966
109453,Cujo,20,1983
109474,Seven Psychopaths,5,2012
109487,Sin City,19,2005
109492,Operator ,1,
109495,Zulu,2,2013
109497,U.F.O.,1,2012
109558,The Gambler,2,2014
109568,Othello,1,1990
109594,Fever Pitch,1,2005
109621,America's Sweethearts,2,2001
109631,Wonderland,4,1999
109635,River's Edge,2,1986
109642,Batman v Superman: Dawn of Justice,18,2016
109660,Three Stooges Fun-O-Rama,1,1959
109729,Ladybugs,2,1992
109735,Dracula 3000,3,2004
109743,The Rite,6,2011
109753,The Disappointments Room,1,2016
109784,Butch Cassidy and the Sundance Kid,6,1969
109788,The Family Stone,15,2005
109798,Lucky Number Slevin,4,2006
109844,Money Talks,2,1997
109877,Up in the Air,5,2009
109883,Bears,1,2014
109892,Chasing Liberty,1,2004
109896,Fences,21,2016
109911,"It's a Mad, Mad, Mad World",2,1987
109931,List of accolades received by Inception,1,
109963,The Mask of Zorro,4,1998
110000,These Final Hours,1,2013
110011,Manchester by the Sea,46,2016
110046,Veronica,1,1972
110075,Midnight Sun,1,2014
110078,The Legend of Ben Hall,1,
110109,Brothers,1,2009
110119,As You Are,1,2016
110291,Sully,21,2016
110309,The Divergent Series,14,
110313,The Kite,1,2003
110352,Lockout,2,2012
110357,Sam,4,1986
110362,Miracle on 34th Street,2,1947
110365,Puff the Magic Dragon,2,1978
110419,Come Back to Me,2,2014
110433,The Borrower,2,1991
110494,American History X,12,1998
110497,Trouble with the Curve,1,2012
110510,A Nightmare on Elm Street 4: The Dream Master,1,1988
110517,Turbo,1,2013
110529,The Italian Job,45,2003
110534,The Comedy,3,2012
110577,Lost in the Wild,1,1993
110580,The Social Network,31,2010
110593,King of Hearts,1,1966
110605,Panic Room,29,2002
110608,Girls' Night,1,1998
110613,Outcast,1,2010
110632,Chasing Ice,1,
110635,Bleed for This,5,2016
110676,The Descent Part 2,1,2009
110685,Mr. Woodcock,6,2007
110698,The Monuments Men,1,2014
110711,Bring It On ,2,
110715,The Internship,8,2013
110732,House of Flying Daggers,3,2004
110746,The Bachelorette ,2,
110763,The Enforcer,2,1976
110800,Don Jon,1,2013
110806,Star Wars Kid,1,
110815,The Echo,2,2008
110831,Seasons of Our Love,1,1966
110858,Home Sweet Home,1,2016
110875,Pinocchio,5,1972
110878,Johnny English,6,2003
110944,Date Movie,3,2006
111030,Diabolique,1,1996
111041,Subway,1,1985
111063,Boogie Nights,10,1997
111099,Catch Me If You Can,45,2002
111132,The Color Purple,10,1985
111153,Ladder 49,1,2004
111161,Team America: World Police,13,2003
111165,Nora,1,1944
111188,"Yours, Mine and Ours",2,1968
111189,Step Up: All In,2,2014
111216,The Giver,8,2014
111262,Homeward Bound,15,1923
111292,Gifted Hands: The Ben Carson Story,1,
111399,We Are the Freaks,1,2013
111405,Grease 2,10,1982
111429,Guardians of the Galaxy Vol. 2,84,2017
111435,Quantum of Solace,1,2008
111452,Alien 51,2,2004
111475,Bachelor Party,9,2012
111488,L.A. Confidential,14,1997
111500,"The Cook, the Thief, His Wife & Her Lover",1,1989
111528,Girl in Progress,1,
111540,Dunkirk,235,2017
111572,The Greatest Game Ever Played,3,2005
111585,Body Snatchers,1,1993
111598,Dragonheart,5,1996
111612,Sophie Scholl – The Final Days,2,2005
111694,The Phantom of the Opera,22,2004
111717,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,1,
111730,Redline,3,2009
111776,Super Troopers,124,2001
111782,Amadeus,14,1984
111831,Kicking and Screaming,1,1995
111841,King of New York,2,1990
111892,Brides,1,2004
111903,Just Friends%3F,2,2009
111918,Step Brothers,231,2008
111922,Brother Nature,1,2016
111929,"Salò, or the 120 Days of Sodom",2,1975
111953,Skiptrace,1,2016
111961,Jack the Ripper,1,1976
112069,Mad Max: Fury Road,150,2015
112074,Just Between Us,1,2010
112106,The Nativity Story,1,
112116,Bad Lieutenant: Port of Call New Orleans,1,2009
112161,The Prince,3,1996
112203,French Kiss,8,1995
112209,Copper Mountain,1,1983
112233,Night of the Living Dead ,1,
112244,Scooby-Doo on Zombie Island,2,1998
112259,Pink Flamingos,1,1972
112260,James and the Giant Peach,7,1996
112277,Rent,38,2005
112284,Ring,18,1998
112297,The Love Guru,4,2008
112305,The Chronicles of Riddick: Dark Fury,1,
112314,Timeline,1,2014
112332,Miami Vice,1,2006
112342,Trick or Treat ,3,
112343,Million Dollar Arm,1,2014
112346,The Fifth Element,63,
112365,Flubber,22,1997
112386,Dragonslayer,2,1981
112404,Good Time ,3,
112434,Rocky V,1,1990
112446,Gunslinger,1,1956
112455,The Escapist,1,2008
112471,Japanese Story,1,2003
112493,The Man Who Wasn't There,2,2001
112538,Dawson City: Frozen Time,1,2016
112579,Kung Fu Hustle,5,2004
112585,The Cider House Rules,4,1999
112586,Wild Hearts Can't Be Broken,4,1991
112596,Sling Blade,10,1996
112622,Tremors,11,1990
112623,Mommy,1,2014
112644,Kids in the Hall: Brain Candy,1,1996
112680,13 Hours: The Secret Soldiers of Benghazi,34,2016
112688,The Muppet Christmas Carol,1,1992
112719,Gone Girl,172,2014
112735,Measure of a Man,2,2010
112737,Kingpin,11,1996
112742,The Penguin King,1,
112774,Dr. Dolittle 3,2,2006
112779,Even Money,1,2006
112783,Shrek the Third,4,2007
112792,The Hills Have Eyes,5,1977
112833,Cry Danger,1,1951
112880,Hang 'Em High,4,1968
112902,EDtv,3,1999
112905,Attack on Titan,3,2015
112927,Tom and Jerry: Spy Quest,1,2015
112941,Gigantic,1,2018
112947,A Girl at My Door,1,2014
112973,Street Fighter,1,1992
112994,Gerald's Game,24,2017
113020,1944,5,2015
113035,"Three Billboards Outside Ebbing, Missouri",50,2017
113055,Die Hard with a Vengeance,9,1995
113068,The Rescuers Down Under,4,
113134,A Trip to the Moon,2,1902
113137,Cyrano de Bergerac,1,1990
113150,Call Me by Your Name,34,2017
113192,Ace in the Hole,1,1951
113202,Gingerdead Man 2: Passion of the Crust,1,2008
113213,"I Love You, Man",26,2009
113216,Kargus,1,
113220,The Orphanage,5,2007
113247,Broken Springs,1,2010
113262,Toys,3,1992
113279,12,2,2007
113392,The Pursuit of Happyness,37,2006
113404,Wing Chun,2,1994
113416,You Got Served,2,2004
113435,Bob Logan ,1,
113454,Life Is But a Dream,1,
113467,Secret,1,2009
113498,Places in the Heart,2,1984
113499,Aileen Wuornos: The Selling of a Serial Killer,1,1993
113514,Nadine,1,1987
113550,Necessary Roughness,1,1991
113586,Don't Answer the Phone,1,1980
113600,Ong Bak 3,1,2010
113622,What's Your Number%3F,1,2011
113667,The Informant,1,2013
113673,Invictus,3,2009
113679,Shaun the Sheep Movie,3,2015
113684,Cinderella,39,2015
113701,Fun with Dick and Jane,29,2005
113721,The Secret of Roan Inish,3,1994
113723,Good Kids,1,2016
113729,The Man Who Shot Liberty Valance,3,1962
113772,Christine,16,1983
113784,Ice Station Zebra,1,1968
113827,Annie Hall,19,1977
113834,Sky Raiders,2,1941
113862,Marnie,3,1964
113921,Forces of Nature,2,1999
113925,Traitor,1,2008
113931,Darkness Falls,1,1999
113972,"Honey, I Shrunk the Kids",25,1989
114017,Turtles Can Fly,1,2004
114020,Benji: Off the Leash!,1,2004
114034,Dumb and Dumberer: When Harry Met Lloyd,8,2003
114048,Waiting to Exhale,3,1995
114063,Night Fairy,1,1986
114109,The Hateful Eight,38,2015
114111,Reign Over Me,2,2007
114129,Fifty Shades of Black,17,2016
114157,A Little Princess,4,1995
114165,The Reef,5,2010
114190,XXX: State of the Union,2,2005
114231,Cape Fear,15,1991
114256,Point Break,4,2015
114271,Escape from New York,3,1981
114306,Secret in Their Eyes,1,2015
114311,Irréversible,1,2002
114327,Lucy,3,2003
114341,Baywatch,115,2017
114367,Animal Crackers,1,1930
114371,Donald's Snow Fight,1,1942
114419,A Christmas Wedding,1,
114453,Heartbreakers,1,2001
114454,The Thin Red Line,15,1998
114458,The Amityville Curse,6,1990
114502,Hush,36,2016
114507,The Shop Around the Corner,4,1940
114513,Donnie Brasco,19,1997
114545,Benji,2,1974
114550,Legendary,1,2010
114560,The Prestige,48,2006
114580,After Hours,2,1985
114617,The Crucible,1,1996
114633,Brooklyn,11,2015
114652,The Return of the Living Dead,1,1985
114659,Sniper,1,1993
114669,The Search for General Tso,1,2014
114671,Dance,1,2007
114677,12 Angry Men,1,1997
114709,3000 Miles to Graceland,1,2001
114756,Iron Man 2,27,2010
114759,Mad Max,45,1979
114761,He-Man ,1,
114785,Little Shop of Horrors,15,1986
114801,Trading Places,32,1983
114851,The Godfather ,13,
114854,Rapture-Palooza,4,2013
114876,Resident Evil: Extinction,1,2007
114909,"Crouching Tiger, Hidden Dragon",19,2000
114923,Unbroken,4,2014
114932,Braveheart,102,1995
114943,Around the World in 80 Days,4,2004
114945,Boomerang,2,2001
114952,The Legend,2,2012
114984,Final Fantasy VII: Advent Children,7,
114998,The Clown,2,2011
115021,Treehouse Hostage,1,1999
115047,Stranger than Fiction,5,2006
115108,From Dusk Till Dawn 3: The Hangman's Daughter,1,2000
115120,Hamburger Hill,3,1987
115155,The Sandlot,68,1993
115159,Upside Down,3,2015
115246,Hulk,16,2003
115249,The Dukes of Hazzard: The Beginning,1,
115250,The Town,44,2010
115261,Assassin's Creed,2,2016
115290,Hook,45,1991
115309,Semi-Tough,1,1977
115334,Keeping the Faith,2,2000
115348,Mystic Pizza,5,1988
115364,Beneath,2,2013
115368,Dangal,1,2016
115372,The Secret of NIMH,4,
115383,Snuff 102,1,2007
115398,Amityville: The Awakening,2,2017
115404,The Dirty Dozen,1,1967
115406,Insidious: Chapter 4,34,2018
115463,Saw,201,2004
115493,Windy City Heat,1,
115497,Hitlist,1,1996
115516,The Birdcage,7,1996
115518,Nick of Time,21,1995
115523,Going Down in LA-LA Land,3,2011
115547,The Last Horror Movie,1,2003
115548,Fantasia,16,1940
115588,The Lobster,3,2015
115612,28 Days Later,29,2002
115613,Corpse Bride,1,2005
115669,Woodlawn,2,2015
115675,The Man from Nowhere,2,2010
115688,Non-Stop,5,2014
115691,The Patriot,42,2000
115702,The Angry Birds Movie,5,2016
115723,All Dogs Go to Heaven 2,6,1996
115743,Khouya,1,2010
115745,List of accolades received by Gone Girl ,1,
115827,The Best of Me,5,2014
115862,Metropolis,1,2001
115908,50 First Dates,284,2004
115920,Seval,1,2008
115979,Reverse,1,2009
116009,The Final Destination,1,2009
116050,Bleeding Steel,2,
116076,It,4,2004
116125,Napoleon Dynamite,37,2004
116134,A Walk Among the Tombstones,2,2014
116136,Are You Here,1,2013
116149,Water,1,1985
116199,Multiplicity,2,1996
116230,Tin Cup,2,1996
116259,Home for the Holidays,1,1972
116298,Addicted to Love,2,1997
116311,Righteous Kill,2,2008
116328,Hamlet,1,1990
116330,Hunter,1,2015
116352,Shallow Grave,1,1994
116376,Tommy,2,1975
116378,Bambi II,1,2006
116389,Clerks II,6,2006
116418,March of the Penguins,13,2005
116458,The Duchess,4,2008
116464,The Object of My Affection,3,1998
116524,The Big Short,14,2015
116545,New Jack City,6,1991
116577,The Divergent Series: Allegiant,7,2016
116593,Dark Night,1,2016
116630,Muppets from Space,2,1999
116644,St. Elmo's Fire,6,1985
116664,Heavyweights,12,1995
116675,Awesome,1,2006
116700,Screamers,1,1995
116711,More than Blue,1,2009
116714,Grumpy Old Men,17,1993
116723,Breathe,6,2017
116739,All Men Are Liars,1,1995
116763,Still Waters,2,2000
116774,ExTerminators,2,2009
116777,My Friend Harry,1,1928
116778,Come Drink with Me,1,1966
116784,Braindead,5,1992
116791,Snow on tha Bluff,1,2011
116810,The Man Who Saw Tomorrow,1,1981
116824,Rocky,2,2006
116864,Yellow Submarine,2,1968
116865,Touching the Void,2,2003
116879,Me and Orson Welles,2,2008
116886,Tombstone Terror,1,1935
116894,Masterminds,11,2016
116896,The Losers,2,2010
116897,Star!,4,1968
116903,"Yours, Mine & Ours",2,2005
116939,White Oleander ,1,
116956,Lemonade Mouth ,9,
116961,The Bad Batch,2,2016
116976,Forgetting Sarah Marshall,59,2008
117061,Being Charlie,2,2015
117072,The Chase,1,1991
117097,The Shaggy D.A.,2,1976
117103,Highlander II: The Quickening,2,1991
117122,The NeverEnding Story,32,1984
117126,Ex Machina,28,2015
117145,"What's Up, Tiger Lily%3F",1,1966
117159,Practical Magic,11,1998
117185,Cinderella,2,1955
117188,Forget Paris,2,1995
117236,An American Haunting,1,2005
117239,The Discovery ,3,
117241,Sleepless,9,2017
117261,Play Misty for Me,2,1971
117271,Bachelor Party Vegas,1,2006
117306,Chronic,2,2015
117315,The President,2,2014
117324,Sausage Party,56,
117333,Creepshow,3,1982
117335,The Life of David Gale,16,2003
117347,Once Upon a Time in China,1,1991
117364,Gandhi,3,1982
117368,Surviving Gilligan's Island,1,
117381,Death to Smoochy,2,2002
117468,Love Shack,1,2010
117515,Pan's Labyrinth,73,2006
117523,Release,2,2010
117584,Muppets Most Wanted,2,2014
117589,Kidnap,12,2016
117608,Mona Lisa Smile,5,2003
117623,Manhunter,9,1986
117646,Beyond the Valley of the Dolls,1,1970
117677,Night at the Museum: Secret of the Tomb,7,2014
117692,Titan A.E.,2,2000
117716,The Book of Henry,3,
117754,Anna in Kungfuland,1,2003
117771,Bring It On: All or Nothing,3,
117776,Slugs,2,1988
117804,The Longest Week,1,2014
117816,The Cheetah Girls ,2,
117835,Enter the Dangerous Mind,1,2013
117840,Pet Sematary,40,1989
117881,Only the Strong,2,1993
117898,Strange Days,1,1995
117905,The Three Stooges,8,2012
117907,Natural Born Killers,42,1994
117925,Rambo III,12,1988
117942,Oklahoma!,3,1955
117958,Guardians,5,2017
117972,Little Miss Sunshine,42,2006
118020,Lethal Weapon 2,8,1989
118025,The Fall,2,1999
118028,Automata,1,2014
118034,The Breaks,1,1999
118097,And So It Goes,2,2014
118102,The Stand Up,1,2011
118135,Space Cowboys,6,2000
118161,Immortals,2,2011
118273,The Wonder,5,2016
118283,Papa,1,2016
118307,Captain America,3,1979
118316,The Amityville Haunting,2,2011
118338,The Forest,13,2016
118353,P.S. I Love You,46,2007
118395,The Nerd,2,
118397,Joe Versus the Volcano,9,1990
118402,Rising Sun,2,1993
118472,The Last Mimzy,1,2007
118506,Meek's Cutoff,1,2010
118522,The Fourth Kind,8,2009
118526,The True Cost,2,2015
118557,LOL,2,2012
118568,Endless Love,1,1981
118637,Bio-Dome,7,1996
118651,Pirates of the Caribbean: Dead Man's Chest,7,2006
118663,Independence Day: Resurgence,19,2016
118669,Honey,2,2010
118748,The Choice,25,2016
118756,Zombie Apocalypse ,3,
118762,21 Jump Street,167,2012
118784,Project X,5,2012
118789,Head Above Water,2,1996
118857,Blank Check,4,1994
118888,Death Becomes Her,10,1992
118912,Love Jones,3,1997
118955,Critters,1,1986
118970,Nanook of the North,1,1922
119015,Kimi ni Todoke,1,2010
119062,Grand Hotel,1,1932
119087,The Fast and the Furious,48,
119090,Never Been Kissed,38,1999
119113,The Speed Girl,1,1921
119116,Club Dread,3,2004
119144,Wonder Woman,405,2017
119146,13th,6,2016
119149,Captain America: The First Avenger,26,
119165,Poison Ivy,1,1992
119191,Ishq Click,1,
119207,The Deer Hunter,9,1978
119227,I Am Big Bird: The Caroll Spinney Story,1,2014
119232,Gummo,4,1997
119241,Homeless to Harvard: The Liz Murray Story,1,
119247,Snow White,1,1916
119254,The Queen,1,2012
119276,Dick Tracy,2,1990
119295,A Nightmare on Elm Street,25,2010
119297,Dance with Me,1,1998
119326,Harold & Kumar,18,
119347,"Mary, Queen of Scots",1,1971
119395,Armaguedon,1,1977
119409,Appleseed ,3,
119424,Frankenstein,5,1931
119465,Ben-Hur,4,1959
119495,Stranger Things,2,2010
119560,Mickey's Christmas Carol,1,1983
119562,Murderball,1,2005
119570,The Princess and the Frog,21,
119571,Drift ,1,
119576,Big Hero 6,41,2014
119594,Julie & Julia,4,2009
119630,The Adventures of Sharkboy and Lavagirl in 3-D,5,2005
119652,The Wind in the Willows,1,1987
119656,The Painted Veil,1,2006
119662,What About Bob%3F,32,1991
119667,The Lake House,34,2006
119699,Pirates of the Caribbean ,45,
119701,Serpico,2,1973
119721,The Runaway Bride,1,1930
119722,Did You Hear About the Morgans%3F,7,2009
119729,Need for Speed,17,2014
119750,The Humming Bird,2,1924
119762,Head of State,2,2003
119777,Herbie: Fully Loaded,2,2005
119803,Nightmare,2,2011
119840,Requiem for a Dream,21,2000
119847,Austin Powers: International Man of Mystery,6,1997
119883,Submission,1,2004
119884,Without a Paddle,5,2004
119886,Backcountry,1,2014
119914,Pride and Prejudice,1,1940
119925,Last Tango in Paris,1,1972
119935,I Am Sam,10,2001
119955,The Butler,3,2013
119957,Your Sister's Sister,1,2011
120003,Fight Club,142,1999
120007,Dead Awake,2,2016
120039,Batteries Not Included,1,1987
120047,The Rain People,3,1969
120057,The Outlaw,1,1943
120068,King Lear,2,1971
120084,Romeo + Juliet,5,1996
120092,The Shape of Water,222,2017
120113,Men in Black,5,1934
120150,Coraline,17,2009
120159,Being There,2,1979
120171,Equals,1,2015
120257,Accepted,1,2006
120262,Startup.com,2,2001
120270,Rambo,2,2008
120276,Prestige,1,1932
120281,Triplex,2,1991
120293,Ghostbusters II,12,1989
120297,The Hospital,1,1971
120320,Green Zone,3,2010
120328,Sweeney Todd,2,1928
120329,The Leather Boys,1,1964
120349,Secret Window,12,2004
120367,Ghost Rider,2,1982
120379,Wes Craven's Chiller,1,1985
120399,The Adventures of Ichabod and Mr. Toad,1,1949
120405,Splash,14,1984
120436,Maximum Overdrive,4,1986
120487,The Nutty Professor,1,2008
120520,Where the Red Fern Grows,7,1974
120544,Hostel: Part II,2,2007
120552,Goodbye Solo,1,2008
120588,Muana Mboka,1,1999
120592,Dangerous Minds,1,1995
120598,Everly,2,2014
120602,Star Trek: First Contact,5,1996
120604,Kings of Pastry,1,2009
120613,Jawbreaker,2,1999
120629,Home Alone: The Holiday Heist,1,
120673,"To Wong Foo, Thanks for Everything! Julie Newmar",1,1995
120678,The Guardian,2,1990
120681,How Stella Got Her Groove Back,2,1998
120705,The Golem,1,1915
120709,Were the World Mine,2,2008
120722,Pacific Rim,62,2013
120726,We Were Soldiers,37,2002
120739,Blue Valentine,2,2010
120742,Thumbsucker,1,2005
120775,Presumed Innocent,3,1990
120792,In the Army Now,2,1994
120803,Frailty,7,2001
120813,The Gate,4,1987
120849,The Fast and the Furious,51,2001
120854,The Yes Man,5,1991
120859,Looney Tunes: Back in Action,3,
120880,The Adventurer,2,1922
120886,When a Man Loves a Woman,1,1994
120896,Fly Away Home,9,1996
120947,Ocean's Twelve,19,2004
120948,Groundhog Day,175,1993
121015,Queen Kelly,1,1929
121033,Food Matters,2,2008
121123,Silver Linings Playbook,41,2012
121148,Bram Stoker's Dracula,6,1992
121179,Cop Out,9,2010
121241,Barbie Thumbelina,2,
121257,Back to the Future Part III,5,1990
121284,Robot Stories,1,2003
121328,The Haunting of Molly Hartley,2,2008
121347,The Terminators ,5,
121355,Chaplin,1,1992
121366,The Pianist,28,2002
121381,%22Crocodile%22 Dundee,1,1986
121386,The Birds ,2,
121396,Men in Black II,16,2002
121410,Memoirs of a Geisha,4,2005
121413,Thirteen Ghosts,5,2001
121422,Life as We Know It,9,2010
121440,Love Stinks,7,1999
121453,Mafia!,4,1998
121484,Southside with You,1,2016
121487,Slapshot,3,
121502,The Ref,3,1994
121508,Mr. Mom,15,1983
121535,Spring Breakers,3,2012
121541,Cowboys & Aliens,9,2011
121563,As Good as It Gets,31,1997
121566,Absolute Power,2,1997
121576,Radio Days,1,1987
121579,My Tutor Friend,1,2003
121643,Queen of Katwe,1,2016
121672,Kotti,1,2010
121678,Slumdog Millionaire,18,2008
121726,The Taking of Pelham 123,15,2009
121727,The Lost World: Jurassic Park,3,1997
121733,Rambo,32,2012
121751,Sexy Beast,1,2000
121763,79 A.D.,3,
121814,All Eyez on Me ,6,
121850,The Hurricane,2,1999
121868,Blue Ruin,2,2013
121888,The Mortal Instruments: City of Bones,1,2013
121894,Last Vegas,7,2013
121902,This Film Is Not Yet Rated,19,2006
121947,Ice Age,6,2015
121954,Secretariat,1,2010
121957,The Thomas Crown Affair,4,1999
122011,The Pink Panther,4,1963
122017,Troy,55,2004
122021,Closer,7,2004
122058,Knight and Day,7,2010
122060,The Maze,2,1953
122126,Jason Bourne,53,2016
122135,The Immortals,1,1995
122138,Clash of the Titans,7,1981
122154,Marley & Me,32,2008
122159,Mary and Max,1,2009
122164,Life of Pi ,14,
122169,"Mystery, Alaska",1,1999
122172,Office Christmas Party,49,2016
122174,Mystery Men,1,1999
122184,Their Eyes Were Watching God ,1,
122202,The Tao of Steve,1,2000
122208,Into the Wild,21,2007
122209,I'm Gonna Git You Sucka,6,1988
122238,One Piece Film: Gold,1,2016
122269,The Valley of Gwangi,1,1969
122273,Space Buddies,3,
122278,Alien: Covenant,67,2017
122295,The Mack,1,1973
122326,Shrek 2,6,2004
122330,Cheech & Chong's The Corsican Brothers,3,1984
122343,The Darkest Hour,29,2011
122364,Confessions of a Shopaholic,12,2009
122369,Riding in Cars with Boys,3,2001
122385,Dumb and Dumber,216,1994
122389,Citizenfour,6,2014
122408,Emma,11,1996
122411,The Bridge,1,2006
122427,The Fifth Seal,1,1976
122442,Midnight,1,1939
122493,Unfriend,1,2014
122494,Star Wars: Episode I – The Phantom Menace,12,1999
122502,Bullitt,17,1968
122524,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2,2014
122539,Armageddon,8,1998
122552,Hangover,83,2010
122604,Coco,508,2017
122613,Halloween: The Curse of Michael Myers,1,1995
122621,Malice,1,1993
122640,Roadie,1,1980
122660,Ghost Pub,2,1994
122685,Where the Red Fern Grows,1,2003
122712,M,2,1931
122720,Winter Soldier,1,1972
122726,School for Scoundrels,2,2006
122755,Better Than Chocolate,1,1999
122793,Down by Law,1,1986
122825,All That Jazz,1,1979
122831,Red Dawn,6,2012
122837,Charlie and the Chocolate Factory,31,2005
122852,Akeelah and the Bee,1,2006
122863,The Cure,1,1995
122946,Big Momma's House 2,5,2006
122958,The Driver,2,1978
122984,The Fog,2,2005
123009,The Adventures of Huck Finn,1,1993
123015,The Proposal,116,2009
123032,Grey Gardens,2,1975
123042,Lego Batman: The Movie – DC Super Heroes Unite,2,
123071,Cheaters,1,2000
123075,Election,4,2005
123083,Fatal Instinct,1,2014
123089,Collateral Beauty,7,2016
123148,Cedar Rapids,1,2011
123159,The Long Good Friday,1,1980
123210,Frozen,35,2010
123245,Mission to Mars,8,2000
123270,She's Gotta Have It,3,1986
123276,Deathgasm,1,2015
123327,Pan,1,1922
123331,Léon: The Professional,15,1994
123392,Lights Out,22,2016
123395,Frankenstein,6,2004
123405,Rosewater,2,2014
123443,Beauty and the Beast,1,2009
123446,Them,5,2006
123454,In Time,1,2011
123463,The Animatrix,6,2003
123472,The Phantom of the Opera at the Royal Albert Hall,1,2011
123515,Pootie Tang,2,2001
123525,Wild Wild West,12,1999
123533,The Immortal Life of Henrietta Lacks ,1,
123548,Seven,4,1979
123583,Curious George 2: Follow That Monkey!,1,2009
123589,Terms of Endearment,12,1983
123598,The Virgin Spring,1,1960
123620,Unforgiven,2,2013
123625,You're Not You,3,2014
123629,"It's a Mad, Mad, Mad, Mad World",10,1963
123652,The Adventures of Mark Twain,1,1985
123680,Anna Karenina,1,2012
123700,Children of the Corn,4,2009
123744,12 Years a Slave,18,2013
123754,High School Musical 3: Senior Year,4,2008
123780,Red Princesses,1,2013
123791,Megan Leavey ,1,
123796,Triple 9,1,2016
123814,Warrior,2,2007
123825,Batman vs. Robin,3,
123837,Grimm,1,2003
123855,"Fat, Sick and Nearly Dead",3,2010
123908,The Lady in Black,1,1928
123917,Appaloosa,1,2008
123921,Frisbee: The Life and Death of a Hippie Preacher,1,2005
123939,The Insider,2,1999
123981,Love Don't Cost a Thing,1,2003
123995,Bambi,26,1942
124024,Pirates of the Caribbean: Dead Men Tell No Tales,19,2017
124032,The Water Horse: Legend of the Deep,3,2007
124056,Mists,1,2000
124072,Delicatessen,2,1991
124079,Night of the Living Dead 3D,2,2006
124092,Brian's Song,1,
124098,Bad Teacher,6,2011
124116,Troll,5,1986
124121,Arrietty,1,
124142,Elf,110,2003
124172,Krampus,12,2015
124193,Flash Gordon,1,1936
124257,The Transporter Refueled,6,2015
124268,Mamma Mia!,42,2008
124333,Clown,1,2014
124336,The Americano,1,1916
124344,Timecrimes,1,2007
124355,Hauling,1,2010
124356,Sleepy Hollow,1,1999
124377,"The House of 1,000 Dolls",2,1967
124401,Nanny McPhee and the Big Bang,1,2010
124402,"The Good, the Bad and the Ugly",24,1966
124408,Cheaper by the Dozen,18,2003
124433,Beautiful Creatures,1,2000
124445,The Patriots,3,1994
124449,Devil,3,2010
124457,Stage Door,1,1937
124461,White Christmas,4,1954
124485,Spaceballs,88,1987
