movie,genres
Man-Proof (1938),"['Comedy', 'Drama', 'Romance']"
Killing Time  (2013),['Documentary']
Bruce Almighty (2003),"['Fantasy', 'Comedy']"
Fast & Furious  (2009),"['Action', 'Crime', 'Drama', 'Thriller']"
The Last Airbender (2010),"['Action', 'Adventure', 'Fantasy']"
Ali  (2001),['Drama']
The Pursuit of Happyness (2006),['Drama']
Men in Black II (2002),"['Action', 'Comedy', 'Science Fiction']"
Men in Black 3 (2012),"['Action', 'Comedy', 'Science Fiction']"
Diary of a Mad Black Woman (2005),"['Drama', 'Romance', 'Comedy']"
Rush Hour ,"['Action', 'Comedy', 'Crime']"
Batman & Robin  (1997),"['Action', 'Science Fiction', 'Adventure']"
Pi  (1998),"['Mystery', 'Drama', 'Thriller']"
Black Swan  (2010),"['Drama', 'Thriller', 'Horror']"
Antichrist  (2009),"['Drama', 'Horror', 'Thriller']"
First Blood (1982),"['Action', 'Adventure', 'Thriller', 'War']"
Rocky  (2006),"['Action', 'Drama', 'Romance']"
Slumdog Millionaire (2008),"['Drama', 'Romance']"
Horrible Bosses (2011),"['Comedy', 'Crime']"
Horrible Bosses 2 (2014),['Comedy']
The Jerk (1979),['Comedy']
The Man with Two Brains (1983),"['Comedy', 'Science Fiction']"
The Greatest Showman (2017),['Drama']
Grease 2 (1982),"['Comedy', 'Music', 'Romance']"
West Side Story  (1961),"['Crime', 'Drama', 'Romance']"
Evita  (1996),"['History', 'Drama', 'Music']"
Camelot  (1967),"['Adventure', 'Music', 'Romance']"
Pearl Harbor  (2001),"['War', 'History', 'Romance', 'Drama', 'Action']"
American Ninja (1985),['Action']
Beverly Hills Ninja (1997),"['Comedy', 'Action']"
Rush Hour 2 (2001),"['Action', 'Comedy', 'Crime']"
The Great Escape  (1963),"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
The Third Man (1949),"['Thriller', 'Mystery']"
North by Northwest (1959),"['Mystery', 'Thriller', 'Adventure']"
The Man Who Knew Too Much  (1956),"['Thriller', 'Mystery']"
Star Trek  (2009),"['Science Fiction', 'Action', 'Adventure']"
A Tale of Two Sisters (2003),"['Drama', 'Horror', 'Mystery']"
Ju-On: The Curse (2000),"['Horror', 'Mystery']"
The Strangers  (2008),"['Horror', 'Mystery', 'Thriller']"
Trolls  (2016),"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']"
The Goonies (1985),"['Adventure', 'Comedy', 'Family']"
Ted  (2012),"['Comedy', 'Fantasy']"
Michael Clayton  (2007),"['Drama', 'Thriller', 'Crime']"
Gladiator  (2000),"['Action', 'Drama', 'Adventure']"
The Score  (1978),"['Action', 'Crime', 'Thriller', 'Mystery']"
The Karate Kid  (2010),"['Action', 'Adventure', 'Drama', 'Family']"
Coming to America (1988),"['Comedy', 'Romance']"
The Cabin,"['Comedy', 'TV Movie']"
Dancemaker (1998),['Documentary']
Princess  (2006),"['Thriller', 'Animation', 'Action', 'Drama']"
Joe Maddison's War,"['War', 'Drama', 'TV Movie']"
Big Trouble in Little China (1986),"['Comedy', 'Action', 'Fantasy']"
Mission: Impossible III (2006),"['Adventure', 'Action', 'Thriller']"
Fly My Kite (1931),['Comedy']
Home and Away  (1956),['Drama']
Dance Me to My Song (1998),"['Drama', 'Romance']"
Sing! (2001),"['Music', 'Documentary']"
Gladiator  (1992),"['Action', 'Drama']"
Heat  (1996),"['Action', 'Crime', 'Drama']"
Cheaper by the Dozen  (1950),"['Comedy', 'Drama', 'Family']"
Barbie as Rapunzel (2002),"['Animation', 'Family']"
Death Toll (2008),"['Action', 'Adventure', 'Thriller']"
A Walk to Remember (2002),"['Drama', 'Romance']"
The Woman in Black  (2012),"['Drama', 'Horror', 'Thriller']"
Oliver!  (1968),"['Drama', 'Family', 'Music']"
Freaky Friday  (2003),"['Comedy', 'Family', 'Fantasy']"
Dark Vengeance  (1993),"['Action', 'Science Fiction']"
The Grace Card (2010),['Drama']
Baby Boy  (2001),"['Crime', 'Drama', 'Romance', 'Thriller']"
Weekend  (2011),"['Drama', 'Romance']"
Ring  (1998),['Science Fiction']
The Juror (1996),"['Thriller', 'Crime', 'Drama']"
Rush Hour 3 (2007),"['Action', 'Comedy', 'Crime']"
Notebook  (2006),"['Drama', 'Family']"
Pretty Woman (1990),"['Comedy', 'Romance']"
Runaway Bride  (1999),"['Comedy', 'Romance']"
Enough  (2002),"['Drama', 'Thriller']"
The Bounty Hunter  (2010),"['Action', 'Comedy', 'Romance']"
My Best Friend's Wedding (1997),"['Comedy', 'Romance']"
Beethoven  (1992),"['Family', 'Comedy']"
Footloose  (1984),"['Drama', 'Romance']"
13 Going on 30 (2004),"['Comedy', 'Fantasy', 'Romance']"
10 Things I Hate About You (1999),"['Comedy', 'Romance', 'Drama']"
Brooklyn  (2015),"['Romance', 'Drama']"
Before Midnight  (2013),"['Romance', 'Drama']"
Southside with You (2016),"['Romance', 'Drama']"
She's All That (1999),"['Comedy', 'Romance']"
John Tucker Must Die (2006),"['Comedy', 'Romance']"
Independence Day  (2000),"['Action', 'Adventure', 'Science Fiction']"
Bonnie and Clyde  (1967),"['Crime', 'Drama']"
The Commuters  (1915),[]
The Fast and the Furious: Tokyo Drift (2006),"['Action', 'Crime', 'Drama', 'Thriller']"
You Were Never Really Here,"['Crime', 'Drama', 'Thriller']"
The Time Machine  (1960),"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']"
Bill & Ted's Excellent Adventure (1989),"['Adventure', 'Comedy', 'Science Fiction']"
Primer  (2004),"['Science Fiction', 'Drama', 'Thriller']"
Bride of Chucky (1998),"['Comedy', 'Horror', 'Romance']"
Taken  (2008),"['Action', 'Thriller']"
Inception (2010),"['Action', 'Science Fiction', 'Adventure']"
Gravity  (2013),"['Science Fiction', 'Thriller', 'Drama']"
Interstellar  (2014),"['Adventure', 'Drama', 'Science Fiction']"
"Food, Inc. (2008)",['Documentary']
Super Size Me (2004),['Documentary']
Fahrenheit 9/11 (2004),['Documentary']
The Bourne Identity  (2002),"['Action', 'Drama', 'Mystery', 'Thriller']"
Takers (2010),"['Action', 'Crime', 'Drama', 'Thriller']"
Peter Rabbit (2018),"['Animation', 'Adventure', 'Family']"
Life of the Party  (2018),['Comedy']
Can't Hardly Wait,"['Comedy', 'Romance']"
Never Been Kissed (1999),"['Romance', 'Comedy', 'Drama']"
Forrest Gump (1994),"['Comedy', 'Drama', 'Romance']"
American Beauty  (1999),['Drama']
Set It Off  (1996),"['Crime', 'Drama', 'Thriller']"
Halloween  (2007),['Horror']
I Think I Love My Wife (2007),"['Comedy', 'Romance']"
Jeepers Creepers  (2001),"['Horror', 'Thriller', 'Mystery', 'Drama']"
Insidious  (2010),"['Horror', 'Thriller']"
Insidious  (2011),"['Horror', 'Thriller']"
The Warriors  (1979),"['Action', 'Thriller']"
Rampage (2018),"['Action', 'Adventure', 'Science Fiction']"
Blow  (2001),"['Crime', 'Drama']"
Game  (2003),"['Mystery', 'Thriller']"
Schindler's List (1993),"['Drama', 'History', 'War']"
The Matrix (1999),"['Action', 'Science Fiction']"
The Lord of the Rings  (1978),"['Adventure', 'Animation', 'Fantasy']"
The Usual Suspects (1995),"['Drama', 'Crime', 'Thriller']"
World War Z ,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
Psycho  (1960),"['Horror', 'Thriller', 'Mystery']"
Seven Seconds (2018),"['Adventure', 'Action', 'Thriller']"
Saving Private Ryan (1998),"['Drama', 'History', 'War']"
Minority Report  (2002),"['Science Fiction', 'Action', 'Thriller']"
Face/Off (1997),"['Action', 'Crime', 'Science Fiction']"
Sherlock Jr. (1924),"['Action', 'Comedy', 'Mystery']"
V for Vendetta  (2005),"['Action', 'Thriller', 'Science Fiction']"
Desperado  (1995),"['Thriller', 'Action', 'Crime']"
True Lies (1994),"['Action', 'Thriller']"
Ronin  (1998),"['Action', 'Thriller', 'Crime']"
Apocalypto (2006),"['Action', 'Drama', 'History']"
James Bond  (2015),[]
Fugitives  (1929),['Crime']
Annie Get Your Gun  (1950),"['Music', 'Comedy', 'Romance', 'Western']"
"The Good, the Bad and the Ugly (1966)",['Western']
The Pianist  (2002),"['Drama', 'War']"
The Untouchables  (1987),"['Crime', 'Drama', 'History', 'Thriller']"
Whiplash  (2014),"['Drama', 'Music']"
Dunkirk  (2017),"['War', 'Action', 'Drama']"
The Prestige  (2006),"['Drama', 'Mystery', 'Science Fiction']"
Alien  (1979),"['Horror', 'Science Fiction']"
Baywatch  (2017),"['Comedy', 'Action', 'Crime']"
Oldboy  (2003),"['Drama', 'Thriller', 'Mystery', 'Action']"
The Boss  (2016),['Comedy']
Life of Pi ,"['Adventure', 'Drama']"
Yes  (2004),"['Drama', 'Romance']"
Harry Potter and the Half-Blood Prince  (2009),"['Adventure', 'Fantasy']"
Pan's Labyrinth (2006),"['Fantasy', 'Drama', 'War']"
The Shape of Water  (2017),"['Drama', 'Fantasy', 'Romance']"
How to Lose a Guy in 10 Days (2003),"['Comedy', 'Romance']"
How to Train Your Dragon ,"['Fantasy', 'Adventure', 'Animation', 'Family']"
How to Train Your Dragon 2 (2014),"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
Beauty and the Beast  (1992),"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
Mulan (1998),"['Animation', 'Family', 'Adventure']"
Tangled (2010),"['Animation', 'Family']"
Date Night (2010),"['Comedy', 'Action', 'Adventure']"
Save the Last Dance (2001),"['Drama', 'Family', 'Romance', 'Music']"
Drumline  (2002),"['Drama', 'Romance', 'Comedy', 'Music']"
Center Stage  (2000),"['Drama', 'Music']"
Office Space (1999),['Comedy']
Zoolander (2001),['Comedy']
Monty Python and the Holy Grail (1975),"['Adventure', 'Comedy', 'Fantasy']"
The Royal Tenenbaums (2001),"['Comedy', 'Drama']"
Dawn of the Planet of the Apes (2014),"['Science Fiction', 'Action', 'Drama', 'Thriller']"
The Rock  (1996),"['Action', 'Adventure', 'Thriller']"
Toy Story (1995),"['Animation', 'Adventure', 'Family', 'Comedy']"
The Haunting  (1999),"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
The Rescuers Down Under,"['Animation', 'Adventure', 'Family', 'Fantasy']"
Texas Chainsaw 3D (2013),"['Horror', 'Thriller']"
Blood Red,['Western']
The Princess and the Frog,"['Animation', 'Romance', 'Fantasy', 'Family']"
The Dawns Here Are Quiet (1972),"['Drama', 'History', 'War']"
Jurassic Park III (2001),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
A Walk in the Clouds (1995),"['Drama', 'Romance']"
Hercules  (1997),"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
Hollow  (2014),"['Fantasy', 'Horror']"
The Hundred-Foot Journey  (2014),"['Drama', 'Comedy']"
Amélie (2001),"['Comedy', 'Romance']"
Train Ride (2005),['Drama']
Coming Home  (2012),"['Drama', 'Romance']"
Mermaid  (2000),"['Drama', 'Family', 'TV Movie']"
Apollo 13  (1995),"['Drama', 'History']"
Deep Blue Sea  (1999),"['Action', 'Horror', 'Science Fiction']"
Enchanted  (2007),"['Comedy', 'Family', 'Fantasy', 'Romance']"
Solaris  (2002),"['Drama', 'Science Fiction', 'Mystery']"
Homeward Bound  (1923),"['Adventure', 'Drama', 'Romance']"
Grown Ups 2 (2013),['Comedy']
The Jailhouse (2010),"['Thriller', 'Horror', 'Mystery']"
Salt  (2010),"['Action', 'Mystery', 'Thriller']"
Brother Bear,"['Adventure', 'Animation', 'Family']"
Breaking In (2018),"['Thriller', 'Crime', 'Action']"
Show Dogs (2018),"['Adventure', 'Crime', 'Family', 'Comedy']"
Notting Hill ,"['Romance', 'Comedy']"
Very Bad Things (1998),"['Comedy', 'Crime', 'Thriller']"
Hostel  (2011),"['Drama', 'Action', 'Crime']"
Hush  (2016),"['Horror', 'Thriller']"
The Eyes of My Mother (2016),"['Drama', 'Horror']"
Sex and the City  (2008),"['Comedy', 'Drama', 'Romance']"
Sex and the City 2 (2010),"['Comedy', 'Drama', 'Romance']"
Meet the Parents (2000),"['Comedy', 'Romance']"
Sherlock Holmes  (2009),"['Action', 'Adventure', 'Crime', 'Mystery']"
Zodiac  (2007),"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Girl with the Dragon Tattoo  (2009),"['Drama', 'Thriller', 'Crime', 'Mystery']"
Big Fat Liar (2002),"['Family', 'Comedy', 'Adventure']"
Groundhog Day  (1993),"['Romance', 'Fantasy', 'Drama', 'Comedy']"
Harry Potter and the Chamber of Secrets  (2002),"['Adventure', 'Fantasy']"
Ferris Bueller's Day Off (1986),['Comedy']
Fast Times at Ridgemont High,['Comedy']
The Breakfast Club (1985),"['Comedy', 'Drama']"
Highlander  (1986),"['Adventure', 'Action', 'Fantasy']"
Blade  (1998),"['Horror', 'Action']"
The Odd Couple  (1968),['Comedy']
What We Do Is Secret  (2007),"['Drama', 'Music']"
"Planes, Trains and Automobiles (1986)",['Comedy']
Underworld  (2003),"['Fantasy', 'Action', 'Thriller']"
Van Helsing  (2004),"['Horror', 'Adventure', 'Action']"
DodgeBall: A True Underdog Story (2004),['Comedy']
Faster  (2010),"['Crime', 'Drama', 'Action', 'Thriller']"
Deepwater Horizon  (2016),"['Drama', 'Action']"
Pain & Gain (2013),"['Action', 'Crime', 'Comedy']"
27 Dresses (2008),"['Comedy', 'Romance']"
Monster-in-Law (2005),"['Romance', 'Comedy']"
Marley & Me  (2008),"['Comedy', 'Family']"
Mean Girls (2004),"['Drama', 'Comedy']"
The Mortal Instruments: City of Bones (2013),"['Fantasy', 'Action', 'Mystery']"
Sicario  (2015),"['Action', 'Crime', 'Thriller']"
How to Stop Being a Loser (2011),['Comedy']
Red Sparrow (2018),"['Thriller', 'Mystery']"
Sneakers  (1992),"['Comedy', 'Crime', 'Drama']"
Contact  (2009),"['History', 'Documentary']"
Super Troopers 2 (2018),"['Comedy', 'Crime', 'Mystery']"
Event Horizon  (1997),"['Horror', 'Science Fiction', 'Mystery']"
Gattaca (1997),"['Thriller', 'Science Fiction', 'Mystery', 'Romance']"
How High (2001),['Comedy']
Wreck-It Ralph (2012),"['Family', 'Animation', 'Comedy', 'Adventure']"
Mastermind  (1976),"['Comedy', 'Thriller']"
Othello  (1990),['Drama']
Eraserhead (1977),"['Fantasy', 'Horror']"
Seed of Chucky (2004),"['Comedy', 'Horror']"
Hotel Transylvania (2012),"['Animation', 'Comedy', 'Family', 'Fantasy']"
Austin Powers in Goldmember (2002),"['Comedy', 'Crime', 'Science Fiction']"
The Matrix Reloaded (2003),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
The Matrix Revolutions (2003),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Star!  (1968),"['Drama', 'Music', 'Romance']"
Early Man ,"['Family', 'Comedy', 'Animation', 'Adventure']"
X-Men: Days of Future Past (2014),"['Action', 'Adventure', 'Science Fiction']"
Dr. Strange ,"['TV Movie', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Red Lines (2014),['Documentary']
Think Like a Man Too (2014),"['Comedy', 'Romance']"
Avenger  (2006),"['TV Movie', 'Action', 'Thriller']"
Waiting for Forever (2010),"['Drama', 'Romance']"
Honey  (2003),"['Music', 'Drama', 'Romance']"
Fast & Furious 6 (2013),"['Action', 'Thriller', 'Crime']"
Step Up  (2006),"['Music', 'Drama', 'Romance', 'Crime']"
Dirty Dancing: Havana Nights,"['Romance', 'Drama']"
Dirty Dancing,"['Drama', 'Music', 'Romance']"
O  (2001),"['Drama', 'Romance', 'Thriller']"
Honey  (2010),"['Music', 'Drama', 'Romance']"
Alice in Wonderland ,"['Family', 'Fantasy', 'Adventure']"
Alice Through the Looking Glass  (2016),"['Adventure', 'Family', 'Fantasy']"
The Other Guys (2010),"['Action', 'Comedy', 'Crime']"
Get Hard (2015),['Comedy']
Big Hero 6  (2014),"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
Training Day (2001),"['Action', 'Crime', 'Drama']"
Inside Man (2006),"['Crime', 'Drama', 'Thriller']"
The Jacket (2005),"['Thriller', 'Mystery', 'Drama', 'Science Fiction', 'Fantasy']"
Sleepless in Seattle (1993),"['Comedy', 'Drama', 'Romance']"
Highlander: Endgame (2000),"['Action', 'Adventure', 'Fantasy']"
Bolt  (2008),"['Animation', 'Family', 'Adventure', 'Comedy']"
Black Water  (2007),"['Adventure', 'Drama', 'Horror']"
Mr. Holland's Opus (1995),"['Drama', 'Music']"
Rain Man (1988),['Drama']
What's Eating Gilbert Grape (1993),"['Romance', 'Drama']"
August: Osage County  (2013),"['Comedy', 'Drama']"
Silver Linings Playbook (2012),"['Drama', 'Comedy', 'Romance']"
Love Happens,"['Drama', 'Romance']"
Friends  (1993),['Drama']
Serendipity  (2001),"['Comedy', 'Romance', 'Drama']"
The Break-Up (2006),"['Romance', 'Comedy']"
The Little Rascals  (1994),"['Romance', 'Comedy', 'Family']"
Ponyo,"['Animation', 'Fantasy', 'Family']"
The Secret Life of Pets (2016),"['Adventure', 'Comedy', 'Animation', 'Family']"
Babel  (2006),['Drama']
Fury  (2014),"['War', 'Drama', 'Action']"
Troy  (2004),"['Adventure', 'History', 'War', 'Action']"
Inglourious Basterds (2009),"['Drama', 'Thriller', 'War']"
Taxi Driver (1976),"['Crime', 'Drama']"
The Curious Case of Benjamin Button  (2008),"['Drama', 'Fantasy', 'Romance']"
Tully ,"['Comedy', 'Drama']"
Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']"
The Addams Family  (1991),"['Comedy', 'Fantasy']"
The Princess Bride  (1987),"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']"
The Revenant  (2009),"['Comedy', 'Horror', 'War']"
Source Code (2011),"['Thriller', 'Science Fiction', 'Mystery']"
Déjà Vu  (2006),"['Action', 'Thriller', 'Science Fiction']"
Fallen  (1998),"['Crime', 'Drama', 'Thriller']"
My Cousin Vinny (1992),['Comedy']
It Came from Outer Space (1953),"['Horror', 'Science Fiction']"
Shaun of the Dead (2004),"['Horror', 'Comedy']"
Dead Before Dawn (2012),"['Adventure', 'Comedy', 'Horror']"
Ace Ventura: Pet Detective (1994),"['Comedy', 'Mystery']"
Liar Liar (1997),['Comedy']
The Truman Show (1998),"['Comedy', 'Drama']"
The Number 23 (2007),"['Thriller', 'Mystery', 'Crime']"
Yes Man  (2008),"['Comedy', 'Romance']"
Dumb and Dumber (1994),['Comedy']
Dumb and Dumber To (2014),['Comedy']
The Cable Guy,"['Comedy', 'Drama', 'Thriller']"
Disturbing Behavior (1998),"['Mystery', 'Horror', 'Science Fiction']"
The Basketball Diaries  (1995),"['Drama', 'Crime']"
Catch Me If You Can (2002),"['Drama', 'Crime']"
The Fast and the Furious,"['Action', 'Crime', 'Thriller']"
The Fate of the Furious (2017),"['Action', 'Crime', 'Thriller']"
The Man in the Moon (1991),"['Drama', 'Family', 'Romance']"
Total Recall  (1990),"['Action', 'Adventure', 'Science Fiction']"
Reds (1981),"['Drama', 'History', 'Romance']"
Batman v Superman: Dawn of Justice (2016),"['Action', 'Adventure', 'Fantasy']"
The Pink Panther  (1963),"['Comedy', 'Crime']"
The Lord of the Rings: The Return of the King (2003),"['Adventure', 'Fantasy', 'Action']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)","['Adventure', 'Family', 'Fantasy']"
The Hobbit: The Desolation of Smaug (2013),"['Fantasy', 'Adventure', 'Action']"
The Golden Compass  (2007),"['Adventure', 'Fantasy']"
Man on Fire  (2004),"['Action', 'Drama', 'Thriller']"
The Place Beyond the Pines (2012),"['Drama', 'Crime']"
Drive  (2011),"['Drama', 'Thriller', 'Crime']"
Memorial Day  (2012),"['Action', 'Drama', 'War', 'History']"
Lost in Translation  (2003),"['Drama', 'Romance']"
Ocean's Eleven (2001),"['Thriller', 'Crime']"
Ocean's Twelve (2004),"['Thriller', 'Crime']"
Ocean's Thirteen (2007),"['Crime', 'Thriller']"
Miss Congeniality  (2000),"['Comedy', 'Crime', 'Action']"
Avatar  (2009),"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
The Maze Runner  (2014),"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
Contagion  (2011),"['Drama', 'Thriller', 'Science Fiction']"
28 Days Later (2002),"['Horror', 'Thriller', 'Science Fiction']"
Let's Go to Prison (2006),"['Comedy', 'Crime']"
Harlem Nights (1989),"['Comedy', 'Crime', 'Drama']"
E.T. the Extra-Terrestrial (1982),"['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
Planet of the Apes  (1968),"['Science Fiction', 'Adventure', 'Drama', 'Action']"
Rise of the Planet of the Apes (2011),"['Thriller', 'Action', 'Drama', 'Science Fiction']"
Where the Red Fern Grows  (1974),"['Drama', 'Family']"
High School Musical ,"['Comedy', 'Drama', 'Family', 'Music', 'Romance', 'TV Movie']"
High School Musical 2,"['Comedy', 'Drama', 'Family', 'Music', 'Romance', 'TV Movie']"
High School Musical 3: Senior Year (2008),"['Comedy', 'Romance', 'Drama', 'Family', 'Music']"
Dream House  (2011),"['Mystery', 'Drama', 'Thriller']"
The Evil Dead (1981),['Horror']
The Thing  (1982),"['Horror', 'Mystery', 'Science Fiction']"
Clerks (1994),['Comedy']
City of Angels ,"['Romance', 'Drama', 'Fantasy']"
I Saw the Devil (2010),"['Thriller', 'Horror']"
Lost  (2004),"['Action', 'Thriller']"
The Strange Thing About the Johnsons,"['Drama', 'Horror']"
Watchmen  (2009),"['Action', 'Mystery', 'Science Fiction']"
Ghost in the Shell  (2017),"['Science Fiction', 'Drama', 'Action']"
Phantasm  (1979),"['Horror', 'Science Fiction']"
Creepshow (1982),"['Horror', 'Comedy']"
Think Like a Man (2012),"['Comedy', 'Romance']"
Sling Blade (1996),['Drama']
Léon: The Professional (1994),"['Crime', 'Drama', 'Action']"
Butch Cassidy and the Sundance Kid (1969),['Western']
Stagecoach  (1939),"['Western', 'Adventure']"
High Noon (1952),"['Western', 'Thriller']"
The Code  (2001),"['Action', 'Thriller', 'Documentary']"
Gamer  (2009),"['Action', 'Thriller', 'Science Fiction']"
The Grey  (2011),"['Drama', 'Thriller', 'Action', 'Adventure']"
The Fountain (2006),"['Drama', 'Adventure', 'Science Fiction', 'Romance']"
The Wrestler  (2008),"['Drama', 'Romance']"
You Can't Take It with You  (1938),"['Comedy', 'Romance']"
Dial M for Murder (1954),"['Thriller', 'Crime']"
The Postman  (1997),"['Science Fiction', 'Adventure', 'Action', 'War']"
Waterworld (1995),"['Adventure', 'Action', 'Science Fiction']"
The Silence of the Hams (1994),"['Thriller', 'Comedy']"
Rambo III (1988),"['Action', 'Adventure', 'Thriller', 'War']"
Rambo  (2012),"['Comedy', 'Thriller']"
Rocky V (1990),['Drama']
Twins  (1988),['Comedy']
Little Black Book,"['Comedy', 'Romance', 'Drama']"
In the Heart of the Sea  (2015),"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
Die Hard 2 (1990),"['Action', 'Thriller']"
Rocky  (1981),['Drama']
Daylight  (1996),"['Action', 'Adventure', 'Thriller']"
The Good Life  (1997),"['Drama', 'Documentary']"
Erin Brockovich  (2000),['Drama']
Mona Lisa Smile (2003),"['Drama', 'History', 'Romance']"
Stepmom  (1998),"['Drama', 'Romance', 'Comedy']"
Up in Smoke (1978),['Comedy']
Cheech & Chong's The Corsican Brothers (1984),['Comedy']
Throw Momma from the Train (1987),"['Comedy', 'Crime']"
Matilda  (1996),"['Comedy', 'Family', 'Fantasy']"
Even Money  (2006),"['Crime', 'Drama']"
Sunset Boulevard  (1950),['Drama']
The Hateful Eight (2015),"['Drama', 'Mystery', 'Western']"
The Game  (1997),"['Drama', 'Thriller', 'Mystery']"
Sabrina  (1995),"['Comedy', 'Romance']"
Carlito's Way (1993),"['Crime', 'Drama', 'Romance', 'Thriller']"
Sin City  (2005),"['Thriller', 'Action', 'Crime']"
Four Rooms (1995),['Comedy']
Secret  (2007),['Animation']
Your Name (2016),"['Drama', 'Fantasy', 'Romance']"
The Secret in Their Eyes (2009),"['Mystery', 'Thriller', 'Drama']"
Selma  (2014),"['History', 'Drama']"
Beloved  (1998),"['Drama', 'Thriller', 'Horror']"
Their Eyes Were Watching God ,"['Drama', 'Romance', 'TV Movie']"
Battle Royale  (2000),"['Drama', 'Thriller', 'Action']"
Pretty in Pink (1986),"['Romance', 'Drama', 'Comedy']"
Sinister  (2012),"['Horror', 'Thriller', 'Mystery']"
Frida (2002),"['Drama', 'Romance']"
Ask the Dust  (2006),"['Romance', 'Drama']"
Dogma  (1999),"['Fantasy', 'Comedy', 'Adventure']"
How to Be a Latin Lover (2017),['Comedy']
Princess Mononoke (1997),"['Adventure', 'Fantasy', 'Animation']"
Speed  (1994),"['Action', 'Adventure', 'Crime']"
White Chicks (2004),"['Comedy', 'Crime']"
Dance Flick (2009),"['Music', 'Comedy', 'Action']"
Solo: A Star Wars Story (2018),"['Science Fiction', 'Adventure', 'Action']"
The Empire Strikes Back (1980),"['Adventure', 'Action', 'Science Fiction']"
American Psycho  (2000),"['Thriller', 'Drama', 'Crime']"
Escape from Alcatraz  (1979),"['Drama', 'Thriller']"
August Rush (2007),"['Family', 'Drama', 'Music']"
Lethal Weapon 2 (1989),"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Lethal Weapon 3 (1992),"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
The Pink Panther  (2006),"['Comedy', 'Mystery', 'Crime', 'Adventure', 'Family']"
Fifty Shades Darker  (2017),"['Drama', 'Romance']"
Sex and Zen (1991),"['Drama', 'Comedy', 'Romance', 'Horror']"
An Affair (1998),['Drama']
Hannibal Rising  (2007),"['Crime', 'Drama', 'Thriller', 'Horror']"
Omen  (2003),"['Horror', 'Thriller']"
Highlander II: The Quickening (1991),"['Fantasy', 'Action', 'Adventure', 'Thriller']"
Highlander: The Source (2007),"['Action', 'Fantasy', 'Adventure']"
Braveheart (1995),"['Action', 'Drama', 'History', 'War']"
Pitch Perfect 3 (2017),"['Comedy', 'Music']"
The Master of Disguise (2002),"['Comedy', 'Family', 'Fantasy']"
Jack and Jill  (2011),['Comedy']
Taken 2 (2012),"['Action', 'Crime', 'Thriller']"
Unknown  (2011),"['Action', 'Mystery', 'Thriller']"
Guardians  (2017),"['Horror', 'Science Fiction']"
Wings  (1927),"['Drama', 'Action', 'War', 'Romance']"
Indiana Jones and the Last Crusade (1989),"['Adventure', 'Action']"
Captain America: The First Avenger,"['Action', 'Adventure', 'Science Fiction']"
The Lost Boys (1987),"['Horror', 'Comedy', 'Thriller']"
Interview with the Vampire  (1994),"['Horror', 'Drama', 'Fantasy']"
Twilight  (2008),"['Fantasy', 'Drama', 'Romance']"
Bram Stoker's Dracula (1992),"['Romance', 'Horror']"
The Reader  (2008),"['Drama', 'Romance']"
A River Runs Through It  (1992),"['Drama', 'Family']"
Hostiles  (2017),"['Western', 'Drama', 'History']"
Speed  (2007),"['Thriller', 'Action']"
The Amazing Spider-Man 2 (2014),"['Action', 'Adventure', 'Science Fiction']"
Saw III (2006),"['Horror', 'Thriller', 'Crime']"
Pandorum (2009),"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
Poltergeist  (1982),['Horror']
The Visit  (2015),"['Horror', 'Mystery', 'Thriller']"
Mama  (2013),['Horror']
Wind River  (2017),"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Abyss (1989),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Cloverfield (2008),"['Action', 'Thriller', 'Science Fiction']"
Contact  (1997),"['Drama', 'Science Fiction', 'Mystery']"
When Harry Met Sally... (1989),"['Comedy', 'Romance', 'Drama']"
Leap Year  (2010),"['Romance', 'Comedy']"
Annie Hall (1977),"['Comedy', 'Drama', 'Romance']"
