movie,genres
Coco ,"['Family', 'Animation', 'Music', 'Adventure']"
The Croods (2013),"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']"
Winter's Bone (2010),"['Drama', 'Mystery']"
Felon  (2008),"['Crime', 'Drama', 'Thriller']"
Bronson  (2008),"['Drama', 'Action', 'Crime']"
How to Train Your Dragon ,"['Fantasy', 'Adventure', 'Animation', 'Family']"
The Incredibles (2004),"['Action', 'Adventure', 'Animation', 'Family']"
Mulan (1998),"['Animation', 'Family', 'Adventure']"
Pinocchio  (1972),"['Animation', 'Family', 'Fantasy']"
Cinderella  (1947),"['Romance', 'Fantasy', 'Family', 'Drama']"
Alice in Wonderland  (1976),"['Family', 'Fantasy', 'Adventure']"
Shot Caller ,"['Crime', 'Drama', 'Thriller']"
F  (2010),"['Horror', 'Thriller']"
Sister  (2015),['Drama']
Dances with Wolves (1990),"['Adventure', 'Drama', 'Western']"
Toy Story 3 (2010),"['Animation', 'Family', 'Comedy']"
James and the Giant Peach  (1996),"['Adventure', 'Animation', 'Family', 'Fantasy']"
The Emperor's New Groove (2000),"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Single White Female,['Thriller']
An Inconvenient Truth (2006),['Documentary']
March of the Penguins (2005),"['Documentary', 'Family']"
The Land Before Time (1988),"['Family', 'Animation', 'Adventure']"
Lego Scooby-Doo! Haunted Hollywood (2016),"['Animation', 'Family', 'Comedy', 'Mystery']"
Ice Age  (2002),"['Animation', 'Comedy', 'Family', 'Adventure']"
The Fourth Kind (2009),"['Mystery', 'Science Fiction', 'Thriller']"
Sliver  (1993),"['Drama', 'Thriller']"
Brave  (2012),"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']"
The Secret Garden  (1993),"['Drama', 'Family', 'Fantasy']"
The Princess and the Frog,"['Animation', 'Romance', 'Fantasy', 'Family']"
A Little Princess  (1995),"['Drama', 'Family', 'Fantasy']"
Murder by Numbers (2002),"['Crime', 'Drama', 'Thriller']"
Puncture  (2011),"['Drama', 'Mystery']"
Inside Out  (2015),"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']"
Trolls  (2016),"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']"
Coco  (2017),"['Family', 'Animation', 'Music', 'Adventure']"
The Wizard of Oz  (1939),"['Adventure', 'Fantasy', 'Family']"
Collateral  (2004),"['Drama', 'Crime', 'Thriller']"
The Aviator  (1985),"['Drama', 'Adventure', 'Romance']"
Finding Nemo (2003),"['Animation', 'Family']"
White Chicks (2004),"['Comedy', 'Crime']"
Sud  (1993),"['Comedy', 'Drama']"
The Hot Chick (2002),"['Comedy', 'Fantasy']"
Halloween  (1978),"['Horror', 'Thriller']"
Rush Hour  (1998),"['Action', 'Comedy', 'Crime']"
Grease 2 (1982),"['Comedy', 'Music', 'Romance']"
Evita  (2008),['Documentary']
The Emoji Movie (2017),"['Animation', 'Family', 'Comedy']"
The Little Mermaid: Ariel's Beginning,"['Family', 'Animation']"
Wrong Turn (2003),"['Horror', 'Thriller']"
I Am Legend  (2007),"['Drama', 'Science Fiction', 'Thriller']"
Bedtime Stories  (2008),"['Fantasy', 'Comedy', 'Family', 'Romance']"
The Lego Ninjago Movie (2017),"['Family', 'Animation', 'Action', 'Adventure', 'Comedy']"
The Hills Have Eyes ,"['Horror', 'Thriller']"
Sidewinder 1 (1977),['Action']
The Visit  (2015),"['Horror', 'Mystery', 'Thriller']"
Sicario  (2015),"['Action', 'Crime', 'Thriller']"
Jurassic World (2015),"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Jumanji (1995),"['Adventure', 'Fantasy', 'Family']"
88 Minutes (2007),"['Thriller', 'Mystery']"
The Talented Mr. Ripley  (1999),"['Thriller', 'Crime', 'Drama']"
Copycat  (1995),"['Thriller', 'Crime', 'Mystery']"
Seven  (1979),"['Action', 'Drama']"
The Shootist (1976),['Western']
For a Few Dollars More (1965),['Western']
Hang 'Em High (1968),['Western']
"The Good, the Bad and the Ugly (1966)",['Western']
The Infiltrator  (2016),"['Crime', 'Drama', 'Thriller']"
The Bourne Identity  (2002),"['Action', 'Drama', 'Mystery', 'Thriller']"
Toy Story (1995),"['Animation', 'Adventure', 'Family', 'Comedy']"
Jeepers Creepers  (2001),"['Horror', 'Thriller', 'Mystery', 'Drama']"
Ali G Indahouse (2002),['Comedy']
The Little Rascals  (1994),"['Romance', 'Comedy', 'Family']"
It Happened One Night (1934),"['Comedy', 'Romance']"
Casablanca  (1942),"['Drama', 'Romance']"
Before Midnight  (2013),"['Romance', 'Drama']"
Call Me by Your Name  (2017),"['Romance', 'Drama']"
The Score  (2001),"['Action', 'Crime', 'Thriller', 'Mystery']"
The Italian Job  (2003),"['Action', 'Crime']"
The Treasure of the Sierra Madre  (1948),"['Adventure', 'Drama', 'Western']"
Romeo + Juliet (1996),"['Drama', 'Romance']"
Dirty Dancing,"['Drama', 'Music', 'Romance']"
The Butterfly Effect (2004),"['Science Fiction', 'Thriller']"
Towelhead  (2007),['Drama']
The Ruins  (2008),['Horror']
The Cave  (2005),"['Action', 'Adventure', 'Horror', 'Thriller']"
Butterfly on a Wheel (2007),"['Crime', 'Drama', 'Thriller']"
Falling Down (1993),"['Crime', 'Drama', 'Thriller']"
The Wicker Man  (1973),['Horror']
The Interview (2014),"['Action', 'Comedy']"
The Hangover Part III (2013),['Comedy']
Pumpkinhead  (1988),"['Fantasy', 'Horror']"
Cloverfield (2008),"['Action', 'Thriller', 'Science Fiction']"
Faster  (2010),"['Crime', 'Drama', 'Action', 'Thriller']"
King Kong  (2005),"['Adventure', 'Drama', 'Action']"
The War of the Worlds  (1953),"['Science Fiction', 'Action']"
10 Cloverfield Lane (2016),"['Thriller', 'Science Fiction', 'Drama', 'Horror']"
Kingsman: The Golden Circle,"['Action', 'Adventure', 'Comedy']"
James Bond  (1999),['Comedy']
The Maze  (1953),"['Horror', 'Science Fiction', 'Mystery']"
Kick-Ass  (2010),"['Action', 'Crime']"
21 Jump Street  (2012),"['Action', 'Comedy', 'Crime']"
Men in Black  (1934),['Comedy']
Bad Boys  (1995),"['Action', 'Comedy', 'Crime', 'Thriller']"
Men in Black 3 (2012),"['Action', 'Comedy', 'Science Fiction']"
Galaxy Quest (1999),"['Comedy', 'Science Fiction', 'Adventure']"
The Hitman's Bodyguard,"['Action', 'Comedy']"
Due Date,"['Comedy', 'Drama']"
The Untouchables  (1987),"['Crime', 'Drama', 'History', 'Thriller']"
Mother  (2009),['Documentary']
The Gift  (2015),"['Thriller', 'Mystery', 'Drama']"
The Angriest Man in Brooklyn (2014),"['Drama', 'Comedy']"
Bicentennial Man  (1999),"['Science Fiction', 'Drama']"
Taxi  (2004),"['Action', 'Comedy', 'Thriller', 'Crime']"
The Nice Guys (2016),"['Comedy', 'Crime', 'Action']"
Just like Heaven  (2005),"['Drama', 'Comedy', 'Romance', 'Fantasy']"
Cruel Intentions (1999),"['Drama', 'Romance']"
A Wrinkle in Time ,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']"
Munich  (2005),"['Drama', 'Action', 'History', 'Thriller']"
The Secret Life of Pets (2016),"['Adventure', 'Comedy', 'Animation', 'Family']"
Hellboy  (2004),"['Fantasy', 'Action']"
Kill the Irishman,"['Action', 'Crime', 'Thriller', 'Drama']"
Gremlins 2: The New Batch (1990),"['Comedy', 'Horror', 'Fantasy']"
The Haunting  (1999),"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
The Haunting in Connecticut (2009),"['Thriller', 'Horror']"
It Follows (2014),"['Horror', 'Mystery']"
Ouija  (2014),['Horror']
Ouija: Origin of Evil (2016),['Horror']
The Angry Birds Movie (2016),"['Animation', 'Adventure', 'Comedy', 'Family']"
It  (2004),['Horror']
Tammy  (2014),['Comedy']
Paddington 2,"['Adventure', 'Comedy', 'Family']"
Penguins of Madagascar (2014),"['Family', 'Animation', 'Adventure', 'Comedy']"
Kung Fu Panda 3 (2016),"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
Barbershop ,"['Comedy', 'Drama']"
Beauty Shop (2005),"['Comedy', 'Romance']"
That's My Boy  (2012),"['Comedy', 'Drama']"
Tremors  (1990),"['Horror', 'Action', 'Science Fiction', 'Comedy']"
Mosquito  (1995),"['Horror', 'Comedy', 'Science Fiction']"
Slither  (2006),"['Horror', 'Science Fiction', 'Comedy']"
Tremors 5: Bloodlines (2015),"['Action', 'Adventure', 'Comedy', 'Horror', 'Science Fiction']"
Tremors 4: The Legend Begins (2004),"['Action', 'Comedy', 'Horror', 'Western']"
Rudolph the Red-Nosed Reindeer: The Movie (1998),"['Animation', 'Family', 'Music']"
The Muppets  (2011),"['Comedy', 'Family', 'Music']"
Despicable Me (2010),"['Family', 'Animation', 'Comedy']"
Ted 2 (2015),"['Comedy', 'Fantasy']"
Zoolander 2 (2016),"['Comedy', 'Adventure', 'Action']"
Urban Legend  (1998),"['Horror', 'Mystery']"
Urban Legends: Final Cut (2000),"['Horror', 'Mystery', 'Thriller']"
I Know What You Did Last Summer (1997),"['Horror', 'Thriller', 'Mystery']"
Valentine  (2001),"['Horror', 'Thriller']"
The Secret of My Success  (1965),['Comedy']
The French Connection  (1971),"['Action', 'Crime', 'Thriller']"
Chinatown  (1974),"['Crime', 'Drama', 'Mystery', 'Thriller']"
Nightmare  (2000),"['Thriller', 'Horror', 'Mystery']"
The Grudge (2004),"['Horror', 'Mystery', 'Thriller']"
Beauty and the Beast  (2017),"['Family', 'Fantasy', 'Romance']"
American Psycho  (2000),"['Thriller', 'Drama', 'Crime']"
The Girl on the Train  (2009),"['Drama', 'Romance']"
Money Train (1995),"['Action', 'Comedy', 'Crime']"
Hush  (2016),"['Horror', 'Thriller']"
The Boy  (2016),"['Horror', 'Thriller', 'Mystery']"
The Dark Knight  (2008),"['Drama', 'Action', 'Crime', 'Thriller']"
Jack Reacher  (2012),"['Crime', 'Drama', 'Thriller', 'Action']"
Doctor Strange  (2016),"['Action', 'Adventure', 'Fantasy']"
The Devil's Candy (2015),"['Drama', 'Horror', 'Mystery']"
Night at the Museum (2006),"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Mother! (2017),"['Drama', 'Thriller', 'Horror']"
Top Gun (1986),"['Drama', 'Action', 'Adventure']"
Bad Boys  (2003),"['Action', 'Comedy', 'Crime', 'Thriller']"
Night at the Museum: Secret of the Tomb (2014),"['Adventure', 'Comedy', 'Fantasy', 'Family']"
Wonder  (2017),"['Drama', 'Family']"
The Wonder  (2016),"['Drama', 'Mystery']"
Aladdin  (1992),"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']"
The Split (1968),"['Action', 'Crime']"
The Collector  (2002),"['Horror', 'Thriller']"
The Golden Compass  (2007),"['Adventure', 'Fantasy']"
Harry Potter and the Philosopher's Stone  (2001),"['Adventure', 'Fantasy']"
Pirates of the Caribbean: At World's End (2007),"['Adventure', 'Fantasy', 'Action']"
Jason X (2001),"['Horror', 'Science Fiction']"
Sphere  (1998),"['Science Fiction', 'Mystery', 'Thriller', 'Horror']"
Freddy vs. Jason (2003),['Horror']
Sunshine  (2007),"['Drama', 'Science Fiction', 'Thriller']"
Downsized (2017),"['TV Movie', 'Comedy', 'Drama']"
"You, Me and Dupree (2006)","['Comedy', 'Romance']"
FeardotCom (2002),"['Horror', 'Thriller', 'Crime']"
Miss Peregrine's Home for Peculiar Children  (2016),"['Fantasy', 'Adventure']"
Nine Lives  (2016),"['Fantasy', 'Comedy', 'Family']"
My Fair Lady  (1964),"['Music', 'Comedy', 'Romance', 'Drama']"
The Hurt Locker (2008),"['Drama', 'Thriller', 'War']"
Stay Tuned  (1992),"['Comedy', 'Fantasy']"
On the Waterfront (1954),"['Crime', 'Drama', 'Romance']"
Hot Pursuit  (2015),"['Comedy', 'Action']"
National Lampoon's Vacation (1983),"['Comedy', 'Adventure']"
The Incident  (1967),"['Thriller', 'Drama', 'Crime']"
Modern Times  (1936),"['Comedy', 'Drama', 'Romance']"
Angry Bird ,['Romance']
Bad Teacher (2011),['Comedy']
Spy  (2015),"['Action', 'Comedy', 'Crime']"
Despicable Me 2 (2013),"['Animation', 'Comedy', 'Family']"
Storks ,"['Adventure', 'Animation', 'Comedy', 'Family']"
North by Northwest (1959),"['Mystery', 'Thriller', 'Adventure']"
Tinker Tailor Soldier Spy  (2011),"['Drama', 'Thriller', 'Mystery']"
Three Days of the Condor (1975),"['Thriller', 'Mystery']"
Body of Lies  (2008),"['Action', 'Drama', 'Thriller']"
The Day of the Jackal  (1973),"['Action', 'Thriller']"
Mr. Popper's Penguins ,"['Comedy', 'Family']"
Finding Dory (2016),"['Adventure', 'Animation', 'Comedy', 'Family']"
"Monsters, Inc. (2001)","['Animation', 'Comedy', 'Family']"
Sherlock Holmes  (2010),"['Fantasy', 'Horror', 'Action', 'Mystery', 'Science Fiction']"
Three Strangers (1946),"['Thriller', 'Crime']"
High Sierra  (1941),"['Crime', 'Drama']"
Think Like a Man (2012),"['Comedy', 'Romance']"
Walk Like a Man  (1987),['Comedy']
Homeward Bound: The Incredible Journey (1993),"['Adventure', 'Comedy', 'Family']"
Homeward Bound  (1923),"['Adventure', 'Drama', 'Romance']"
The Outsiders  (1983),"['Crime', 'Drama']"
Air Bud (1997),"['Comedy', 'Family']"
Ju-On: The Curse (2000),"['Horror', 'Mystery']"
1408  (2007),"['Horror', 'Mystery']"
Dark Water  (2005),"['Horror', 'Mystery', 'Drama']"
Jumpin' Jack Flash  (1986),"['Romance', 'Comedy', 'Thriller']"
RoboCop (1987),"['Action', 'Thriller', 'Science Fiction']"
Lethal Weapon (1987),"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
First Blood (1982),"['Action', 'Adventure', 'Thriller', 'War']"
The Lovers  (2017),"['Comedy', 'Drama', 'Romance']"
Home Again  (2012),['Drama']
Can't Buy Me Love  (1987),"['Drama', 'Comedy', 'Romance']"
The Walk  (2015),"['History', 'Drama', 'Adventure']"
Sister Act (1992),"['Music', 'Comedy']"
Sister Act 2: Back in the Habit (1993),"['Music', 'Comedy']"
Boo! A Madea Halloween (2016),"['Comedy', 'Horror']"
Boys on the Side (1995),"['Comedy', 'Drama']"
The Champ  (1979),['Drama']
Sommersby (1993),"['Drama', 'Thriller', 'Mystery', 'Romance']"
What Dreams May Come  (1998),"['Drama', 'Fantasy', 'Romance']"
Gunslinger  (1956),"['Western', 'Romance']"
The Nut Job (2014),"['Animation', 'Comedy', 'Family', 'Adventure']"
The Monster Squad (1987),"['Comedy', 'Action', 'Fantasy']"
Charade  (1953),"['Drama', 'Comedy']"
Singin' in the Rain (1952),"['Comedy', 'Romance']"
Key Largo  (1948),"['Crime', 'Thriller']"
Logan Lucky (2017),"['Comedy', 'Crime', 'Action', 'Drama']"
The Heat  (2013),"['Action', 'Comedy', 'Crime']"
22 Jump Street (2014),"['Crime', 'Comedy', 'Action']"
Magic Mike (2012),"['Drama', 'Comedy']"
Cheaper by the Dozen  (2003),"['Comedy', 'Family']"
The Fast and the Furious,"['Action', 'Crime', 'Thriller']"
The Greatest Showman (2017),['Drama']
Imagine Me & You (2005),"['Drama', 'Comedy', 'Romance']"
She's All That (1999),"['Comedy', 'Romance']"
Set It Off  (1996),"['Crime', 'Drama', 'Thriller']"
Mystery Men (1999),"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']"
Batman v Superman: Dawn of Justice (2016),"['Action', 'Adventure', 'Fantasy']"
The Cable Guy,"['Comedy', 'Drama', 'Thriller']"
Ace Ventura: When Nature Calls (1995),"['Crime', 'Comedy', 'Adventure']"
Bride Wars (2009),"['Comedy', 'Romance']"
Avenger  (2006),"['TV Movie', 'Action', 'Thriller']"
Day of the Dead  (2008),"['Action', 'Horror']"
Death Note  (2017),"['Crime', 'Fantasy', 'Horror']"
The Bodyguard  (1992),"['Action', 'Drama', 'Romance']"
Do the Right Thing,['Drama']
Madea Goes to Jail (2009),"['Comedy', 'Crime', 'Drama']"
Independence Day  (1983),"['Romance', 'Drama']"
Trog (1970),"['Horror', 'Science Fiction']"
Joe  (2013),['Drama']
The Burglar  (1972),"['Thriller', 'Crime']"
Tom and Jerry: The Fast and the Furry,"['Animation', 'Comedy', 'Family']"
Spider-Man  (2002),"['Action', 'Science Fiction']"
Darkman (1990),"['Action', 'Science Fiction', 'Thriller']"
Ali  (2001),['Drama']
Batman  (1989),"['Fantasy', 'Action', 'Crime']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)","['Adventure', 'Family', 'Fantasy']"
Cinderella Man (2005),"['Romance', 'Drama', 'History']"
48 Hrs. (1982),"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']"
Blade ,"['Horror', 'Action']"
The Aviator  (2004),['Drama']
The Family Man (2000),"['Comedy', 'Drama', 'Romance', 'Fantasy']"
Sing  (2016),"['Animation', 'Comedy', 'Family', 'Music']"
Planes  (2013),"['Animation', 'Family', 'Adventure', 'Comedy']"
Serenity  (2005),"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Time Lapse  (2014),"['Thriller', 'Science Fiction', 'Mystery']"
Newsies (1992),"['Drama', 'Music', 'History', 'Family']"
From Russia with Love  (1963),"['Action', 'Thriller', 'Adventure']"
True Lies (1994),"['Action', 'Thriller']"
The Chef  (2012),['Science Fiction']
Anatomy of a Murder (1959),"['Crime', 'Drama', 'Mystery']"
Kickboxer  (1989),"['Action', 'Thriller', 'Drama']"
The Final Girls (2015),"['Comedy', 'Horror']"
A Trip to the Moon (1902),"['Adventure', 'Science Fiction']"
Malibu's Most Wanted (2003),"['Comedy', 'Crime']"
Innerspace (1987),"['Action', 'Comedy', 'Science Fiction']"
A Tale of Two Sisters (2003),"['Drama', 'Horror', 'Mystery']"
Hannibal  (2001),"['Crime', 'Drama', 'Thriller']"
The Matrix Reloaded (2003),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Red Eye  (2005),"['Thriller', 'Mystery']"
Fly Away Home (1996),"['Adventure', 'Drama', 'Family']"
Hoot  (2006),"['Drama', 'Family', 'Adventure']"
Rounders  (1998),"['Drama', 'Crime']"
The Alien  (2016),['Drama']
X-Men ,"['Adventure', 'Action', 'Science Fiction']"
Peggy Sue Got Married (1986),"['Comedy', 'Drama', 'Fantasy']"
Divine Secrets of the Ya-Ya Sisterhood  (2002),"['Comedy', 'Drama']"
The Hawaiians  (1970),"['Adventure', 'Drama', 'Romance']"
Apollo 18  (2011),"['Horror', 'Thriller', 'Science Fiction']"
Amores perros (2000),"['Drama', 'Thriller']"
Django Unchained (2012),"['Drama', 'Western']"
The Hateful Eight (2015),"['Drama', 'Mystery', 'Western']"
The Grey  (2011),"['Drama', 'Thriller', 'Action', 'Adventure']"
The Philadelphia Experiment  (1984),"['Science Fiction', 'Adventure', 'Thriller']"
Philadelphia Experiment II (1993),"['Science Fiction', 'Action', 'Adventure']"
Secret in Their Eyes (2015),"['Thriller', 'Mystery', 'Drama', 'Crime']"
Platoon  (1986),"['Drama', 'War', 'Action']"
Planet of the Apes  (1968),"['Science Fiction', 'Adventure', 'Drama', 'Action']"
Planet of the Apes  (2001),"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
Red Planet  (2000),"['Thriller', 'Action', 'Science Fiction']"
Europa Report (2013),"['Science Fiction', 'Thriller']"
Birdman  (2014),['Documentary']
Fallen  (1998),"['Crime', 'Drama', 'Thriller']"
Alvin and the Chipmunks  (2007),"['Comedy', 'Family', 'Fantasy', 'Animation']"
Charlie and the Chocolate Factory  (2005),"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Furious 7 (2015),"['Action', 'Thriller', 'Crime']"
The Inglorious Bastards (1978),"['Action', 'War', 'Adventure']"
Patton  (1970),"['War', 'Drama', 'History']"
The Client  (1994),"['Drama', 'Thriller', 'Crime', 'Mystery']"
Sleepy Hollow  (1999),"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']"
House on Haunted Hill  (1999),['Horror']
House on Haunted Hill (1959),"['Horror', 'Mystery']"
Superman: Unbound (2013),"['Animation', 'Action', 'Adventure']"
Ladder 49 (2004),"['Drama', 'Action', 'Thriller']"
Brooklyn  (2015),"['Romance', 'Drama']"
Whiplash  (2014),"['Drama', 'Music']"
There Will Be Blood (2007),['Drama']
Troll 2 (1990),"['Horror', 'Fantasy']"
Rumpelstiltskin  (1995),['Horror']
Toy Story 2 (1999),"['Animation', 'Comedy', 'Family']"
Pitch Black  (2000),"['Thriller', 'Science Fiction', 'Action']"
Fast Five (2011),"['Action', 'Thriller', 'Crime']"
Syriana (2005),"['Drama', 'Thriller']"
Babel  (2006),['Drama']
Annie Hall (1977),"['Comedy', 'Drama', 'Romance']"
Jackie Brown (1997),"['Crime', 'Drama', 'Thriller']"
Midnight in Paris (2011),"['Fantasy', 'Comedy', 'Romance']"
Cyborg  (1989),"['Science Fiction', 'Action', 'Thriller', 'Adventure']"
Your Sister's Sister (2011),['Comedy']
Domestic Disturbance (2001),"['Thriller', 'Crime', 'Mystery']"
The Minus Man (1999),"['Drama', 'Thriller']"
May  (2002),"['Drama', 'Horror']"
Kung Fury (2015),"['Action', 'Comedy', 'Science Fiction', 'Fantasy']"
X-Men  (2000),"['Adventure', 'Action', 'Science Fiction']"
Re-Animator (1985),"['Science Fiction', 'Comedy', 'Horror']"
Lost in Space  (1998),"['Science Fiction', 'Adventure']"
X-Men Origins: Wolverine (2009),"['Adventure', 'Action', 'Science Fiction']"
Little Giants (1994),"['Comedy', 'Family']"
Cooties  (2014),"['Comedy', 'Horror']"
The Wrestler  (2008),"['Drama', 'Romance']"
Independence Day: Resurgence (2016),"['Action', 'Adventure', 'Science Fiction']"
The Mummy  (2017),"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']"
Molly's Game (2017),"['Drama', 'Crime']"
Lassie  (1994),"['Family', 'Adventure']"
The Adventures of Milo and Otis (1986),"['Adventure', 'Drama', 'Family']"
All Dogs Go to Heaven,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']"
Marley & Me  (2008),"['Comedy', 'Family']"
Dogs  (2016),['Horror']
The Parent Trap  (1961),"['Comedy', 'Family']"
Spy Kids (2001),"['Action', 'Comedy', 'Family', 'Adventure']"
"Yours, Mine & Ours  (2005)","['Comedy', 'Family', 'Romance']"
Hot Shots! (1991),"['Action', 'Comedy', 'War']"
The Lost Boys (1987),"['Horror', 'Comedy', 'Thriller']"
Untamed Heart (1993),"['Comedy', 'Drama', 'Romance']"
The Expendables ,"['Thriller', 'Adventure', 'Action']"
Teen Wolf (1985),"['Comedy', 'Fantasy', 'Romance']"
Moscow on the Hudson (1984),"['Comedy', 'Drama', 'Romance']"
Beethoven  (1992),"['Family', 'Comedy']"
Angels in the Outfield  (1994),"['Comedy', 'Family', 'Fantasy']"
Raging Bull (1980),['Drama']
Fastest  (2011),['Documentary']
Serendipity  (2001),"['Comedy', 'Romance', 'Drama']"
The Transporter (2002),"['Action', 'Crime', 'Thriller']"
The Fate of the Furious (2017),"['Action', 'Crime', 'Thriller']"
Carrie  (1976),"['Horror', 'Thriller']"
The Godfather Part II (1974),"['Drama', 'Crime']"
Real Genius (1985),"['Comedy', 'Romance', 'Science Fiction']"
Peter Pan  (1953),"['Animation', 'Family', 'Adventure', 'Fantasy']"
Bambi (1942),"['Animation', 'Drama', 'Family']"
Hook  (1991),"['Adventure', 'Fantasy', 'Comedy', 'Family']"
Heidi  (2005),"['Drama', 'Family']"
The Indian in the Cupboard  (1995),"['Adventure', 'Family', 'Fantasy']"
London Has Fallen (2016),"['Action', 'Thriller']"
Olympus Has Fallen (2013),"['Action', 'Thriller']"
Olaf's Frozen Adventure (2017),"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
Robin Hood: Men in Tights (1993),['Comedy']
Monty Python's The Meaning of Life (1983),['Comedy']
Cujo  (1983),"['Horror', 'Thriller']"
Django  (1966),"['Action', 'Western']"
Me Before You ,"['Drama', 'Romance']"
Flatliners (1990),"['Drama', 'Science Fiction', 'Horror']"
Stuart Little  (1999),"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']"
Goosebumps  (2015),"['Adventure', 'Horror', 'Comedy']"
Red  (2010),"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Red 2  (2013),"['Action', 'Comedy', 'Crime', 'Thriller']"
Walking with Dinosaurs  (2013),"['Animation', 'Family', 'Adventure']"
Journey to the Center of the Earth  (2008),"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']"
Saw VI (2009),"['Horror', 'Thriller']"
Leprechaun  (1993),"['Horror', 'Comedy', 'Fantasy']"
The Bronze  (2015),"['Drama', 'Comedy']"
Mickey's Magical Christmas: Snowed in at the House of Mouse,"['Animation', 'Family', 'Comedy']"
Much Ado About Nothing  (2016),['Drama']
Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']"
The Amityville Horror  (2005),"['Horror', 'Thriller']"
Live Free or Die Hard (2007),"['Action', 'Thriller']"
Safe Haven  (2013),"['Romance', 'Thriller']"
An Unfinished Life (2005),['Drama']
Roxanne  (1987),"['Comedy', 'Romance']"
Places in the Heart (1984),['Drama']
The Duff (2015),"['Romance', 'Comedy']"
Mobile Suit Gundam F91,"['Animation', 'Science Fiction']"
Children of the Corn  (1984),"['Horror', 'Thriller']"
Mama  (2013),['Horror']
Bleeding Steel,"['Action', 'Science Fiction', 'Thriller']"
Darkness  (2015),['Horror']
Legend of the Naga Pearls,"['Romance', 'Adventure', 'Fantasy', 'Comedy']"
The Last Stand  (2013),"['Action', 'Crime', 'Thriller']"
Last Action Hero (1993),"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
The Dark Knight Rises (2012),"['Action', 'Crime', 'Drama', 'Thriller']"
The Stranger  (2010),"['Action', 'Drama', 'Thriller', 'Mystery']"
Ip Man  (2008),"['Drama', 'Action', 'History']"
Bride of Chucky (1998),"['Comedy', 'Horror', 'Romance']"
Cult of Chucky (2017),"['Horror', 'Thriller', 'Comedy']"
Men in Black  (1997),"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Big Trouble in Little China (1986),"['Comedy', 'Action', 'Fantasy']"
Bright Angel (1990),"['Drama', 'Thriller']"
The Amityville Horror  (1979),['Horror']
The Dark Crystal,"['Adventure', 'Family', 'Fantasy']"
Taxi Driver (1976),"['Crime', 'Drama']"
Eddie and the Cruisers (1983),"['Drama', 'Music']"
Eddie and the Cruisers II: Eddie Lives! (1989),"['Drama', 'Thriller', 'Music']"
The Thinning,"['Thriller', 'Drama', 'Horror']"
Thinner  (1996),"['Fantasy', 'Horror']"
Bedknobs and Broomsticks (1971),"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music', 'Animation']"
Route 666  (2001),"['Horror', 'Action', 'Thriller']"
The Mothman Prophecies  (2002),"['Drama', 'Horror', 'Mystery']"
Ring  (1998),['Science Fiction']
Waiting for Armageddon (2009),['Documentary']
Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy']"
Aladdin and the King of Thieves (1996),"['Adventure', 'Animation', 'Family']"
The Chronicles of Riddick ,"['Action', 'Science Fiction']"
Oblivion  (2013),"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
The Hobbit: The Desolation of Smaug (2013),"['Fantasy', 'Adventure', 'Action']"
Dragonheart (1996),"['Fantasy', 'Action', 'Adventure', 'Drama']"
Spirited Away,"['Animation', 'Family', 'Fantasy']"
The Bourne Identity  (1988),"['Thriller', 'Action', 'Drama']"
Amadeus  (1984),"['History', 'Music', 'Drama']"
The Sting (1973),"['Comedy', 'Crime', 'Drama']"
The Expendables  (2000),"['Action', 'TV Movie']"
X-Men: Apocalypse (2016),"['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
